thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,,,,,,space,3.4770108000011533,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,304.51152059999913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berg,3.4199,304.4966323999997,304.49714289999974,304.4972460000008,304.51152059999913,307.94431430000077,307.92880700000023,307.93147710000085,307.94431430000077,307.94431430000077,307.94431430000077,307.94431430000077,309.94441560000087,309.94441560000087,309.94441560000087,309.94441560000087,309.9289998999993,None,,,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
17,0,17,,,,,,space,3.4770108000011533,None,None,2,1.211955199998556,0.26270240000121703,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,309.94441560000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frieden,2.7409,309.92947769999955,309.9299960999997,309.9300992999997,309.94441560000087,312.6939648000007,312.67852719999973,312.6819126999999,312.6939648000007,312.6939648000007,312.6939648000007,312.6939648000007,314.69458040000063,314.69458040000063,314.69458040000063,314.69458040000063,314.6787294000005,2,1.211955199998556,0.26270240000121703,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
18,0,18,,,,,,space,3.4770108000011533,None,None,3,1.3449268999993365,0.28120359999957145,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,314.69458040000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendung,5.0441,314.6792354999998,314.67972929999996,314.67983599999934,314.69458040000063,319.74397750000026,319.7284099999997,319.73267619999933,319.74397750000026,319.74397750000026,319.74397750000026,319.74397750000026,321.7438118000009,321.7438118000009,321.7438118000009,321.7438118000009,321.7284027000005,3,1.3449268999993365,0.28120359999957145,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
19,0,19,,,,,,space,3.4770108000011533,None,None,2,1.2972428999983094,0.2834141000003001,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,321.7438118000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,2.0863,321.72890689999986,321.72955189999993,321.72965420000037,321.7438118000009,323.84331550000024,323.82800339999994,323.8316417999995,323.84331550000024,323.84331550000024,323.84331550000024,323.84331550000024,325.8434947000005,325.8434947000005,325.8434947000005,325.8434947000005,325.8280830999993,2,1.2972428999983094,0.2834141000003001,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
20,0,20,,,,,,space,3.4770108000011533,None,None,3,1.2759272000002966,0.31289660000038566,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,325.8434947000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ball,2.0765,325.8285849999993,325.82922359999975,325.82932640000035,325.8434947000005,327.92670589999943,327.9110767000002,327.9149486999995,327.92670589999943,327.92670589999943,327.92670589999943,327.92670589999943,329.9264445000008,329.9264445000008,329.9264445000008,329.9264445000008,329.91192840000076,3,1.2759272000002966,0.31289660000038566,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
21,0,21,,,,,,space,3.4770108000011533,None,None,2,0.9876260000000912,0.24139690000083647,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,329.9264445000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Känguru,5.4786,329.91240780000044,329.91310169999997,329.91319870000007,329.9264445000008,335.4095656999998,335.3942258999996,335.39845330000026,335.4095656999998,335.4095656999998,335.4095656999998,335.4095656999998,337.4096038000007,337.4096038000007,337.4096038000007,337.4096038000007,337.39403010000024,2,0.9876260000000912,0.24139690000083647,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
22,0,22,,,,,,space,3.4770108000011533,None,None,3,1.5260983999996824,0.2560804000004282,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,337.4096038000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schnorchel,3.7105,337.3945268999996,337.39506620000066,337.39518209999915,337.4096038000007,341.12590439999985,341.11011470000085,341.11362569999983,341.12590439999985,341.12590439999985,341.12590439999985,341.12590439999985,343.1258691999992,343.1258691999992,343.1258691999992,343.1258691999992,343.11037170000054,3,1.5260983999996824,0.2560804000004282,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
23,0,23,,,,,,space,3.4770108000011533,None,None,3,1.3119186999992962,0.2230152000011003,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,343.1258691999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tube,3.0044,343.11091470000065,343.1114577999997,343.11156630000005,343.1258691999992,346.142339,346.1267951000009,346.13015350000023,346.142339,346.142339,346.142339,346.142339,348.14225740000074,348.14225740000074,348.14225740000074,348.14225740000074,348.1269907999995,3,1.3119186999992962,0.2230152000011003,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
24,0,24,,,,,,space,3.4770108000011533,None,None,2,1.1927799000004597,0.30918320000091626,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,348.14225740000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeitung,2.1274,348.12750330000017,348.12801559999934,348.12812010000016,348.14225740000074,350.27533829999993,350.2602612999999,350.26432340000065,350.27533829999993,350.27533829999993,350.27533829999993,350.27533829999993,352.2753752000008,352.2753752000008,352.2753752000008,352.2753752000008,352.2601503999995,2,1.1927799000004597,0.30918320000091626,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
25,0,25,,,,,,space,3.4770108000011533,None,None,2,1.0490522000000055,0.29451309999967634,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,352.2753752000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beine,3.2626,352.2606541999994,352.26115260000006,352.2612528999998,352.2753752000008,355.54148949999944,355.5258706000004,355.52900299999965,355.54148949999944,355.54148949999944,355.54148949999944,355.54148949999944,357.5417448999997,357.5417448999997,357.5417448999997,357.5417448999997,357.52635530000043,2,1.0490522000000055,0.29451309999967634,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
26,0,26,,,,,,space,3.4770108000011533,None,None,2,1.353265800000372,0.27919440000005125,None,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,357.5417448999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gruppe,3.5885,357.5268594999998,357.5273491000007,357.5274508000002,357.5417448999997,361.14120639999965,361.1258691000003,361.12927619999937,361.14120639999965,361.14120639999965,361.14120639999965,361.14120639999965,363.1412873999998,363.1412873999998,363.1412873999998,363.1412873999998,363.1258877,2,1.353265800000372,0.27919440000005125,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
27,0,27,,,,,,space,3.4770108000011533,None,None,3,1.7219007999992755,None,None,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,363.1412873999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luft,2.2957,363.1263911999995,363.1268966000007,363.12699749999956,363.1412873999998,365.44112210000094,365.42575469999974,365.4300973999998,365.44112210000094,365.44112210000094,365.44112210000094,365.44112210000094,367.4413101000009,367.4413101000009,367.4413101000009,367.4413101000009,367.4256616999992,3,1.7219007999992755,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
28,0,28,,,,,,space,3.4770108000011533,None,None,3,1.5388660999997228,0.3361280999997689,None,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,367.4413101000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kälte,2.2986,367.42616869999983,367.42684569999983,367.4269483999997,367.4413101000009,369.7408839,369.7254809999995,369.7292691999992,369.7408839,369.7408839,369.7408839,369.7408839,371.74090570000044,371.74090570000044,371.74090570000044,371.74090570000044,371.7255029000007,3,1.5388660999997228,0.3361280999997689,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
29,0,29,,,,,,space,3.4770108000011533,None,None,3,1.733291399999871,0.19850810000025376,None,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,371.74090570000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zimt,2.1825,371.72601100000065,371.7265308999995,371.7266313,371.74090570000044,373.92404239999996,373.90840919999937,373.9114393,373.92404239999996,373.92404239999996,373.92404239999996,373.92404239999996,375.9240387000009,375.9240387000009,375.9240387000009,375.9240387000009,375.9086327999994,3,1.733291399999871,0.19850810000025376,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
30,0,30,,,,,,space,3.4770108000011533,None,None,2,1.170500500000344,0.29714360000070883,None,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,375.9240387000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wahrheit,2.6028,375.90915270000005,375.9098016000007,375.9099064000002,375.9240387000009,378.54008780000004,378.52480280000054,378.52875180000046,378.54008780000004,378.54008780000004,378.54008780000004,378.54008780000004,380.5403917000003,380.5403917000003,380.5403917000003,380.5403917000003,380.52484619999996,2,1.170500500000344,0.29714360000070883,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
31,0,31,,,,,,space,3.4770108000011533,None,None,3,1.3100666999998793,0.4408811000012065,None,0,0,0,0,,,,,0,0,0,0,,,,,31,0,31,0,380.5403917000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chips,3.4314,380.5253474000001,380.5259905999992,380.5260925999992,380.5403917000003,383.97303570000076,383.95781779999925,383.9634019999994,383.97303570000076,383.97303570000076,383.97303570000076,383.97303570000076,385.97342879999997,385.97342879999997,385.97342879999997,385.97342879999997,385.9579042000005,3,1.3100666999998793,0.4408811000012065,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
32,0,32,,,,,,space,3.4770108000011533,None,None,3,1.7752378000004683,None,None,0,0,0,0,,,,,0,0,0,0,,,,,32,0,32,0,385.97342879999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebe,3.3064,385.9584042000006,385.95904130000054,385.9591416000003,385.97342879999997,389.2897498000002,389.27377499999966,389.2761623000006,389.2897498000002,389.2897498000002,389.2897498000002,389.2897498000002,391.2896082999996,391.2896082999996,391.2896082999996,391.2896082999996,391.2741924000002,3,1.7752378000004683,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
33,0,33,,,,,,space,3.4770108000011533,None,None,2,1.1977114000001166,0.24288759999944887,None,0,0,0,0,,,,,0,0,0,0,,,,,33,0,33,0,391.2896082999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,3.7784,391.27464730000065,391.27516040000046,391.2752574999995,391.2896082999996,395.0726166000004,395.0570864000001,395.06097989999944,395.0726166000004,395.0726166000004,395.0726166000004,395.0726166000004,397.0732588999999,397.0732588999999,397.0732588999999,397.0732588999999,397.05725300000086,2,1.1977114000001166,0.24288759999944887,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
34,0,34,,,,,,space,3.4770108000011533,None,None,3,1.2666422999991482,0.29939790000025823,None,0,0,0,0,,,,,0,0,0,0,,,,,34,0,34,0,397.0732588999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keller,4.4112,397.05775639999956,397.05834519999917,397.0584495999992,397.0732588999999,401.4889328999998,401.4736338999992,401.4771631000003,401.4889328999998,401.4889328999998,401.4889328999998,401.4889328999998,403.48898240000017,403.48898240000017,403.48898240000017,403.48898240000017,403.4735409999994,3,1.2666422999991482,0.29939790000025823,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
35,0,35,,,,,,space,3.4770108000011533,None,None,2,1.657350999999835,None,None,0,0,0,0,,,,,0,0,0,0,,,,,35,0,35,0,403.48898240000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Applaus,3.5643,403.4740930000007,403.4746126000009,403.47471659999974,403.48898240000017,407.0555079000005,407.03969270000016,407.04361079999944,407.0555079000005,407.0555079000005,407.0555079000005,407.0555079000005,409.0554279000007,409.0554279000007,409.0554279000007,409.0554279000007,409.04000300000007,2,1.657350999999835,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
36,0,36,,,,,,space,3.4770108000011533,None,None,2,1.0137304999989283,0.24235220000082336,None,0,0,0,0,,,,,0,0,0,0,,,,,36,0,36,0,409.0554279000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziege,2.3672,409.0405214000002,409.0410678999997,409.04117079999924,409.0554279000007,411.42190970000047,411.40636110000014,411.41032169999926,411.42190970000047,411.42190970000047,411.42190970000047,411.42190970000047,413.4217871000001,413.4217871000001,413.4217871000001,413.4217871000001,413.4063327999993,2,1.0137304999989283,0.24235220000082336,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
37,0,37,,,,,,space,3.4770108000011533,None,None,3,1.1658707999995386,0.3040837999997166,None,0,0,0,0,,,,,0,0,0,0,,,,,37,0,37,0,413.4217871000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,3.2267,413.40683399999944,413.40733569999975,413.4074388000008,413.4217871000001,416.6548755999993,416.6395016999995,416.64346680000017,416.6548755999993,416.6548755999993,416.6548755999993,416.6548755999993,418.65491929999916,418.65491929999916,418.65491929999916,418.65491929999916,418.6392515000007,3,1.1658707999995386,0.3040837999997166,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
38,0,38,,,,,,space,3.4770108000011533,None,None,2,1.7505937999994785,None,None,0,0,0,0,,,,,0,0,0,0,,,,,38,0,38,0,418.65491929999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trocken,2.1326,418.63976980000007,418.6402951,418.6404029999994,418.65491929999916,420.78805119999925,420.7724744999996,420.7760044000006,420.78805119999925,420.78805119999925,420.78805119999925,420.78805119999925,422.78814330000023,422.78814330000023,422.78814330000023,422.78814330000023,422.77251950000027,2,1.7505937999994785,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
39,0,39,,,,,,space,3.4770108000011533,None,None,2,1.2972090000002936,0.27998610000031476,None,0,0,0,0,,,,,0,0,0,0,,,,,39,0,39,0,422.78814330000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Film,3.6213,422.77302919999966,422.77373369999987,422.77384490000077,422.78814330000023,426.42095300000074,426.4054159999996,426.41020840000056,426.42095300000074,426.42095300000074,426.42095300000074,426.42095300000074,428.42094650000035,428.42094650000035,428.42094650000035,428.42094650000035,428.4055055000008,2,1.2972090000002936,0.27998610000031476,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
40,0,40,,,,,,space,3.4770108000011533,None,None,2,1.0750888000002305,0.24217449999923701,None,0,0,0,0,,,,,0,0,0,0,,,,,40,0,40,0,428.42094650000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Essen,3.0121,428.4060074000008,428.4066428999995,428.40674539999964,428.42094650000035,431.4370839000003,431.4221180000004,431.4257094000004,431.4370839000003,431.4370839000003,431.4370839000003,431.4370839000003,433.4373503000006,433.4373503000006,433.4373503000006,433.4373503000006,433.42183379999915,2,1.0750888000002305,0.24217449999923701,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
41,0,41,,,,,,space,3.4770108000011533,None,None,2,1.0842213000014453,0.25139579999995476,None,0,0,0,0,,,,,0,0,0,0,,,,,41,0,41,0,433.4373503000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besucher,3.7635,433.42232590000094,433.42282180000075,433.4229243000009,433.4373503000006,437.2036420000004,437.18814829999974,437.19238269999914,437.2036420000004,437.2036420000004,437.2036420000004,437.2036420000004,439.20340059999944,439.20340059999944,439.20340059999944,439.20340059999944,439.18788400000085,2,1.0842213000014453,0.25139579999995476,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
42,0,42,,,,,,space,3.4770108000011533,None,None,3,1.8787460000003193,None,None,0,0,0,0,,,,,0,0,0,0,,,,,42,0,42,0,439.20340059999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vulkan,2.4888,439.18831259999934,439.1887698999999,439.18885500000033,439.20340059999944,441.7033685999995,441.6879585000006,441.69213859999945,441.7033685999995,441.7033685999995,441.7033685999995,441.7033685999995,443.7034330000006,443.7034330000006,443.7034330000006,443.7034330000006,443.6880213000004,3,1.8787460000003193,None,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
43,0,43,,,,,,space,3.4770108000011533,None,None,2,1.0618159000005107,0.2802534000002197,None,0,0,0,0,,,,,0,0,0,0,,,,,43,0,43,0,443.7034330000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zunge,2.0789,443.6884979999995,443.6890149999999,443.68910940000023,443.7034330000006,445.78646619999927,445.7709408999999,445.77520689999983,445.78646619999927,445.78646619999927,445.78646619999927,445.78646619999927,447.78663849999975,447.78663849999975,447.78663849999975,447.78663849999975,447.77096340000026,2,1.0618159000005107,0.2802534000002197,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
44,0,44,,,,,,space,3.4770108000011533,None,None,3,1.1902153000010003,0.23657280000043102,None,0,0,0,0,,,,,0,0,0,0,,,,,44,0,44,0,447.78663849999975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zapfen,3.2106,447.7714670000005,447.7720547000008,447.77216360000057,447.78663849999975,451.00292269999954,450.98744909999914,450.9914807999994,451.00292269999954,451.00292269999954,451.00292269999954,451.00292269999954,453.00286120000055,453.00286120000055,453.00286120000055,453.00286120000055,452.9873172000007,3,1.1902153000010003,0.23657280000043102,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
45,0,45,,,,,,space,3.4770108000011533,None,None,3,1.1455012000005809,0.26743159999932686,None,0,0,0,0,,,,,0,0,0,0,,,,,45,0,45,0,453.00286120000055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaghetti,2.3396,452.9878047000002,452.98831600000085,452.98842370000057,453.00286120000055,455.3527257000005,455.3370410999996,455.34110820000024,455.3527257000005,455.3527257000005,455.3527257000005,455.3527257000005,457.3526144000007,457.3526144000007,457.3526144000007,457.3526144000007,457.3370025000004,3,1.1455012000005809,0.26743159999932686,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
46,0,46,,,,,,space,3.4770108000011533,None,None,2,1.5137254000001121,0.28185730000041076,None,0,0,0,0,,,,,0,0,0,0,,,,,46,0,46,0,457.3526144000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeichnung,3.309,457.3374741000007,457.33797070000037,457.33807139999954,457.3526144000007,460.6690154000007,460.6535206999997,460.6587073999999,460.6690154000007,460.6690154000007,460.6690154000007,460.6690154000007,462.6691771000005,462.6691771000005,462.6691771000005,462.6691771000005,462.65342969999983,2,1.5137254000001121,0.28185730000041076,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
47,0,47,,,,,,space,3.4770108000011533,None,None,3,1.0365768000010576,0.2945609999987937,None,0,0,0,0,,,,,0,0,0,0,,,,,47,0,47,0,462.6691771000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moor,2.7586,462.6539365000008,462.6544377000009,462.65454209999916,462.6691771000005,465.43543900000077,465.41985059999934,465.4230232000009,465.43543900000077,465.43543900000077,465.43543900000077,465.43543900000077,467.43540140000005,467.43540140000005,467.43540140000005,467.43540140000005,467.4197306999995,3,1.0365768000010576,0.2945609999987937,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
48,0,48,,,,,,space,3.4770108000011533,None,None,2,0.9016437999998743,0.2851343000002089,None,0,0,0,0,,,,,0,0,0,0,,,,,48,0,48,0,467.43540140000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anhänger,2.0249,467.42017940000005,467.4206560999992,467.4207480999994,467.43540140000005,469.4684620000007,469.4525856,469.45628729999953,469.4684620000007,469.4684620000007,469.4684620000007,469.4684620000007,471.4682749000003,471.4682749000003,471.4682749000003,471.4682749000003,471.45306209999944,2,0.9016437999998743,0.2851343000002089,None,,,,,,,,,,,,,,,,2389,1,2025-10-28_16h31.09.017,sm,2024.2.4,59.97947502359374,2025-10-28 16h31.18.476048 +0100,
