thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,key_resp__welcome.started,welcome.stopped,key_resp__welcome.keys,key_resp__welcome.rt,key_resp__welcome.duration,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,begin_end_run_cross.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,semantic_mapping_run.end_mapping.keys,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
16,0,16,,,,,,space,9.332158199998958,None,None,3,1.6996018999998341,0.22819090000120923,None,0,0,0,0,,,,,0,0,0,0,,,,,16,0,16,0,345.13042140000107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luft,2.1052,345.1153852000007,345.1158852000008,345.1159920000009,345.13042140000107,347.2468176000002,347.23099980000006,347.23396460000004,347.2468176000002,347.2468176000002,347.2468176000002,347.2468176000002,349.24668550000024,349.24668550000024,349.24668550000024,349.24668550000024,349.2316658,3,1.6996018999998341,0.22819090000120923,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
17,0,17,,,,,,space,9.332158199998958,None,None,3,1.0864975000004051,0.22572869999930845,None,0,0,0,0,,,,,0,0,0,0,,,,,17,0,17,0,349.24668550000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schlamm,2.1991,349.23217509999995,349.2326884000013,349.2327952000014,349.24668550000024,351.4465919000013,351.43082200000026,351.4343852000002,351.4465919000013,351.4465919000013,351.4465919000013,351.4465919000013,353.44656100000066,353.44656100000066,353.44656100000066,353.44656100000066,353.431258300001,3,1.0864975000004051,0.22572869999930845,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
18,0,18,,,,,,space,9.332158199998958,None,None,3,1.2424831999996968,0.23140219999913825,None,0,0,0,0,,,,,0,0,0,0,,,,,18,0,18,0,353.44656100000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gras,2.8047,353.43178850000004,353.4324859999997,353.4325991000005,353.44656100000066,356.26286620000064,356.24755770000047,356.2511368000014,356.26286620000064,356.26286620000064,356.26286620000064,356.26286620000064,358.26299629999994,358.26299629999994,358.26299629999994,358.26299629999994,358.24737000000096,3,1.2424831999996968,0.23140219999913825,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
19,0,19,,,,,,space,9.332158199998958,None,None,2,0.9130817000004754,0.2167912000004435,None,0,0,0,0,,,,,0,0,0,0,,,,,19,0,19,0,358.26299629999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wurm,2.462,358.24788249999983,358.2484602000004,358.24856440000076,358.26299629999994,360.7295597000011,360.7137593000007,360.71747870000036,360.7295597000011,360.7295597000011,360.7295597000011,360.7295597000011,362.72955750000074,362.72955750000074,362.72955750000074,362.72955750000074,362.7139106000013,2,0.9130817000004754,0.2167912000004435,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
20,0,20,,,,,,space,9.332158199998958,None,None,None,,,None,0,0,0,0,,,,,0,0,0,0,,,,,20,0,20,0,362.72955750000074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zähne,3.9595,362.71441980000054,362.7149311000012,362.71503740000117,362.72955750000074,366.6956949000014,366.6801437000013,366.6839086,366.6956949000014,366.6956949000014,366.6956949000014,366.6956949000014,368.6957196000003,368.6957196000003,368.6957196000003,368.6957196000003,368.68000120000033,None,,,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
21,0,21,,,,,,space,9.332158199998958,None,None,3,0.938329499998872,0.22474080000029062,None,0,0,0,0,,,,,0,0,0,0,,,,,21,0,21,0,368.6957196000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teleskop,2.7121,368.68048030000136,368.6809942,368.68114510000123,368.6957196000003,371.4122993000001,371.39645460000065,371.4005664000015,371.4122993000001,371.4122993000001,371.4122993000001,371.4122993000001,373.4121255000009,373.4121255000009,373.4121255000009,373.4121255000009,373.3964793000014,3,0.938329499998872,0.22474080000029062,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
22,0,22,,,,,,space,9.332158199998958,None,None,3,0.9287425000002258,0.22133410000060394,None,0,0,0,0,,,,,0,0,0,0,,,,,22,0,22,0,373.4121255000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gold,2.5506,373.39695290000054,373.3975906000014,373.3976907000015,373.4121255000009,375.96165590000055,375.9465173999997,375.94938100000036,375.96165590000055,375.96165590000055,375.96165590000055,375.96165590000055,377.9619380000004,377.9619380000004,377.9619380000004,377.9619380000004,377.94630120000147,3,0.9287425000002258,0.22133410000060394,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
23,0,23,,,,,,space,9.332158199998958,None,None,2,0.9821213999985048,0.22974580000118294,None,0,0,0,0,,,,,0,0,0,0,,,,,23,0,23,0,377.9619380000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turnerin,2.8276,377.94680719999997,377.94745890000013,377.94756400000006,377.9619380000004,380.79511640000055,380.7789577000003,380.7824333000008,380.79511640000055,380.79511640000055,380.79511640000055,380.79511640000055,382.7948756000005,382.7948756000005,382.7948756000005,382.7948756000005,382.77945499999987,2,0.9821213999985048,0.22974580000118294,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
24,0,24,,,,,,space,9.332158199998958,None,None,3,0.9193761999995331,0.24074889999974403,None,0,0,0,0,,,,,0,0,0,0,,,,,24,0,24,0,382.7948756000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluse,2.3537,382.7799627000004,382.7804711000008,382.780576000001,382.7948756000005,385.16101850000086,385.1458435000004,385.1495369000004,385.16101850000086,385.16101850000086,385.16101850000086,385.16101850000086,387.16151549999995,387.16151549999995,387.16151549999995,387.16151549999995,387.14573949999976,3,0.9193761999995331,0.24074889999974403,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
25,0,25,,,,,,space,9.332158199998958,None,None,3,0.8821254999984376,0.22836450000067998,None,0,0,0,0,,,,,0,0,0,0,,,,,25,0,25,0,387.16151549999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,3.5493,387.1462145000005,387.1468476000009,387.1469491000007,387.16151549999995,390.7107582000008,390.6955814000012,390.6993209000011,390.7107582000008,390.7107582000008,390.7107582000008,390.7107582000008,392.71102130000145,392.71102130000145,392.71102130000145,392.71102130000145,392.69560850000016,3,0.8821254999984376,0.22836450000067998,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
26,0,26,,,,,,space,9.332158199998958,None,None,3,1.587738600001103,0.20002299999941897,None,0,0,0,0,,,,,0,0,0,0,,,,,26,0,26,0,392.71102130000145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schloss,4.1997,392.6961241000008,392.6966413000009,392.69674900000064,392.71102130000145,396.9106053000014,396.89517420000084,396.8985810000013,396.9106053000014,396.9106053000014,396.9106053000014,396.9106053000014,398.9105606000012,398.9105606000012,398.9105606000012,398.9105606000012,398.89501910000035,3,1.587738600001103,0.20002299999941897,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
27,0,27,,,,,,space,9.332158199998958,None,None,3,0.9650330000004033,0.23347389999980805,None,0,0,0,0,,,,,0,0,0,0,,,,,27,0,27,0,398.9105606000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universität,2.0259,398.8955442000006,398.8961459000002,398.8962554999998,398.9105606000012,400.9436913999998,400.92828120000013,400.9322153000012,400.9436913999998,400.9436913999998,400.9436913999998,400.9436913999998,402.9436704,402.9436704,402.9436704,402.9436704,402.9281049000001,3,0.9650330000004033,0.23347389999980805,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
28,0,28,,,,,,space,9.332158199998958,None,None,3,1.5856114999987767,0.22737180000149237,None,0,0,0,0,,,,,0,0,0,0,,,,,28,0,28,0,402.9436704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,3.379,402.92861280000034,402.92913659999977,402.929244500001,402.9436704,406.326771,406.3110128999997,406.3154880000002,406.326771,406.326771,406.326771,406.326771,408.32674020000013,408.32674020000013,408.32674020000013,408.32674020000013,408.3111809000002,3,1.5856114999987767,0.22737180000149237,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
29,0,29,,,,,,space,9.332158199998958,None,None,3,0.8596314000005805,0.24534239999957208,None,0,0,0,0,,,,,0,0,0,0,,,,,29,0,29,0,408.32674020000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bildung,3.5525,408.31168810000054,408.3121890000002,408.31229450000137,408.32674020000013,411.8930418,411.8777144000014,411.8813686000012,411.8930418,411.8930418,411.8930418,411.8930418,413.8931370999999,413.8931370999999,413.8931370999999,413.8931370999999,413.8774487999999,3,0.8596314000005805,0.24534239999957208,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
30,0,30,,,,,,space,9.332158199998958,None,None,3,0.9802275000001828,0.2503913999989891,None,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,413.8931370999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,3.0691,413.87796119999985,413.8784742000007,413.87858640000013,413.8931370999999,416.9761795000013,416.96068110000124,416.9647345000012,416.9761795000013,416.9761795000013,416.9761795000013,416.9761795000013,418.9762996999998,418.9762996999998,418.9762996999998,418.9762996999998,418.9612449000015,3,0.9802275000001828,0.2503913999989891,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
31,0,31,,,,,,space,9.332158199998958,None,None,3,0.9653557000001456,0.24740960000053747,None,0,0,0,0,,,,,0,0,0,0,,,,,31,0,31,0,418.9762996999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helm,2.5269,418.9617644000009,418.9622797000011,418.96239010000136,418.9762996999998,421.50891050000064,421.49420290000126,421.5012853999997,421.50891050000064,421.50891050000064,421.50891050000064,421.50891050000064,423.50934849999976,423.50934849999976,423.50934849999976,423.50934849999976,423.49374739999985,3,0.9653557000001456,0.24740960000053747,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
32,0,32,,,,,,space,9.332158199998958,None,None,3,1.4288354000000254,0.21253140000044368,None,0,0,0,0,,,,,0,0,0,0,,,,,32,0,32,0,423.50934849999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kartoffel,2.0109,423.49422700000105,423.494739400001,423.494838300001,423.50934849999976,425.52671069999997,425.51025240000126,425.51434040000095,425.52671069999997,425.52671069999997,425.52671069999997,425.52671069999997,427.52590670000063,427.52590670000063,427.52590670000063,427.52590670000063,427.5102482000002,3,1.4288354000000254,0.21253140000044368,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
33,0,33,,,,,,space,9.332158199998958,None,None,3,1.5093648999991274,0.24092259999997623,None,0,0,0,0,,,,,0,0,0,0,,,,,33,0,33,0,427.52590670000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klee,2.7158,427.51075579999997,427.51145480000014,427.51156940000146,427.52590670000063,430.2420653999998,430.22636070000044,430.22925700000087,430.2420653999998,430.2420653999998,430.2420653999998,430.2420653999998,432.2422604000003,432.2422604000003,432.2422604000003,432.2422604000003,432.22676180000053,3,1.5093648999991274,0.24092259999997623,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
34,0,34,,,,,,space,9.332158199998958,None,None,2,0.9865225000012288,0.203396499999144,None,0,0,0,0,,,,,0,0,0,0,,,,,34,0,34,0,432.2422604000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eltern,4.1936,432.2272692000006,432.22776909999993,432.22787750000134,432.2422604000003,436.4417852000006,436.4263496000003,436.43051040000137,436.4417852000006,436.4417852000006,436.4417852000006,436.4417852000006,438.44187349999993,438.44187349999993,438.44187349999993,438.44187349999993,438.42642309999974,2,0.9865225000012288,0.203396499999144,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
35,0,35,,,,,,space,9.332158199998958,None,None,3,1.0557895000001736,0.25557579999986046,None,0,0,0,0,,,,,0,0,0,0,,,,,35,0,35,0,438.44187349999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platz,3.2107,438.4269316000009,438.4275567000004,438.4276645000009,438.44187349999993,441.65796450000016,441.6436140000005,441.6486631000007,441.65796450000016,441.65796450000016,441.65796450000016,441.65796450000016,443.65825360000053,443.65825360000053,443.65825360000053,443.65825360000053,443.6426883000004,3,1.0557895000001736,0.25557579999986046,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
36,0,36,,,,,,space,9.332158199998958,None,None,3,1.1937232000000222,0.263251999998829,None,0,0,0,0,,,,,0,0,0,0,,,,,36,0,36,0,443.65825360000053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nebel,4.2349,443.6431926000005,443.6437001000013,443.6438158000001,443.65825360000053,447.90752520000024,447.8921853000011,447.89585760000045,447.90752520000024,447.90752520000024,447.90752520000024,447.90752520000024,449.9079888000015,449.9079888000015,449.9079888000015,449.9079888000015,449.8921816000002,3,1.1937232000000222,0.263251999998829,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
37,0,37,,,,,,space,9.332158199998958,None,None,2,1.598849699999846,0.1778095999998186,None,0,0,0,0,,,,,0,0,0,0,,,,,37,0,37,0,449.9079888000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sturm,2.5961,449.89263519999986,449.8931210999999,449.8932144999999,449.9079888000015,452.50772190000134,452.4908529000004,452.4936780000007,452.50772190000134,452.50772190000134,452.50772190000134,452.50772190000134,,,,,454.49113469999975,2,1.598849699999846,0.1778095999998186,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
38,0,38,,,,,,space,9.332158199998958,None,None,3,1.2805472999989433,0.23935520000122779,None,0,0,0,0,,,,,0,0,0,0,,,,,38,0,38,0,454.50784680000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbst,4.0757,454.49161989999993,454.4922647000003,454.4923768000008,454.50784680000106,458.5906157999998,458.57503090000137,458.579160700001,458.5906157999998,458.5906157999998,458.5906157999998,458.5906157999998,460.5904644000002,460.5904644000002,460.5904644000002,460.5904644000002,460.574961100001,3,1.2805472999989433,0.23935520000122779,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
39,0,39,,,,,,space,9.332158199998958,None,None,2,1.3387055000002874,0.20759390000057465,None,0,0,0,0,,,,,0,0,0,0,,,,,39,0,39,0,460.5904644000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gegenwart,2.1561,460.5754665000004,460.57600450000064,460.57611050000014,460.5904644000002,462.7577063000008,462.741186700001,462.7445951999998,462.7577063000008,462.7577063000008,462.7577063000008,462.7577063000008,464.75686080000014,464.75686080000014,464.75686080000014,464.75686080000014,464.7413052000011,2,1.3387055000002874,0.20759390000057465,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
40,0,40,,,,,,space,9.332158199998958,None,None,3,1.1290784000011627,0.25123879999955534,None,0,0,0,0,,,,,0,0,0,0,,,,,40,0,40,0,464.75686080000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zahnpasta,3.1792,464.7418084000001,464.7423791000001,464.74248500000067,464.75686080000014,467.9399556999997,467.92453879999994,467.9298725999997,467.9399556999997,467.9399556999997,467.9399556999997,467.9399556999997,469.9402074999998,469.9402074999998,469.9402074999998,469.9402074999998,469.92447730000094,3,1.1290784000011627,0.25123879999955534,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
41,0,41,,,,,,space,9.332158199998958,None,None,3,0.9435964000003878,0.26101070000004256,None,0,0,0,0,,,,,0,0,0,0,,,,,41,0,41,0,469.9402074999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marmor,2.2655,469.9249854999998,469.92556049999985,469.92566910000096,469.9402074999998,472.2064461000009,472.19088920000104,472.19443560000036,472.2064461000009,472.2064461000009,472.2064461000009,472.2064461000009,474.2066692999997,474.2066692999997,474.2066692999997,474.2066692999997,474.19093430000066,3,0.9435964000003878,0.26101070000004256,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
42,0,42,,,,,,space,9.332158199998958,None,None,3,1.6456137999994098,0.22936790000130713,None,0,0,0,0,,,,,0,0,0,0,,,,,42,0,42,0,474.2066692999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schwimmen,2.7194,474.19145560000106,474.1919702000014,474.19207690000076,474.2066692999997,476.9396144000002,476.9237549999998,476.9274740000001,476.9396144000002,476.9396144000002,476.9396144000002,476.9396144000002,478.9394348000005,478.9394348000005,478.9394348000005,478.9394348000005,478.9238795000001,3,1.6456137999994098,0.22936790000130713,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
43,0,43,,,,,,space,9.332158199998958,None,None,3,1.0573088000001007,0.23736680000001797,None,0,0,0,0,,,,,0,0,0,0,,,,,43,0,43,0,478.9394348000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zeitung,3.0616,478.92437020000034,478.9250215000011,478.9251288000014,478.9394348000005,482.00587260000066,481.9902096000005,481.99330960000043,482.00587260000066,482.00587260000066,482.00587260000066,482.00587260000066,484.00572210000064,484.00572210000064,484.00572210000064,484.00572210000064,483.9903740000009,3,1.0573088000001007,0.23736680000001797,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
44,0,44,,,,,,space,9.332158199998958,None,None,3,0.8724007999990135,0.23896740000054706,None,0,0,0,0,,,,,0,0,0,0,,,,,44,0,44,0,484.00572210000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vers,2.3094,483.9908823000005,483.9915950000013,483.99170480000066,484.00572210000064,486.32228300000133,486.3066376000006,486.30965280000055,486.32228300000133,486.32228300000133,486.32228300000133,486.32228300000133,488.3224086000009,488.3224086000009,488.3224086000009,488.3224086000009,488.30672330000016,3,0.8724007999990135,0.23896740000054706,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
45,0,45,,,,,,space,9.332158199998958,None,None,3,1.3777267999994365,0.22851230000014766,None,0,0,0,0,,,,,0,0,0,0,,,,,45,0,45,0,488.3224086000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferien,3.8126,488.30723240000043,488.30776700000024,488.30787670000063,488.3224086000009,492.1386827000006,492.1231136000006,492.12713910000093,492.1386827000006,492.1386827000006,492.1386827000006,492.1386827000006,494.138594,494.138594,494.138594,494.138594,494.1229725000012,3,1.3777267999994365,0.22851230000014766,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
46,0,46,,,,,,space,9.332158199998958,None,None,3,1.124036100000012,0.24990679999973509,None,0,0,0,0,,,,,0,0,0,0,,,,,46,0,46,0,494.138594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schutz,2.4338,494.1234860000004,494.1240162000013,494.12412250000125,494.138594,496.5723066999999,496.5561295000007,496.5602787000007,496.5723066999999,496.5723066999999,496.5723066999999,496.5723066999999,498.5718674,498.5718674,498.5718674,498.5718674,498.5560921000015,3,1.124036100000012,0.24990679999973509,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
47,0,47,,,,,,space,9.332158199998958,None,None,2,1.3060678000001644,0.2186836000000767,None,0,0,0,0,,,,,0,0,0,0,,,,,47,0,47,0,498.5718674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrika,2.253,498.5566039000005,498.5572303000008,498.5573409999997,498.5718674,500.83828370000083,500.8228307999998,500.8276302000013,500.83828370000083,500.83828370000083,500.83828370000083,500.83828370000083,502.83836280000105,502.83836280000105,502.83836280000105,502.83836280000105,502.82274700000016,2,1.3060678000001644,0.2186836000000767,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
48,0,48,,,,,,space,9.332158199998958,None,None,3,1.122569699999076,0.24101400000108697,None,0,0,0,0,,,,,0,0,0,0,,,,,48,0,48,0,502.83836280000105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nudeln,2.4622,502.8232562000012,502.8237859000001,502.82390210000085,502.83836280000105,505.30507450000005,505.2891660000005,505.2932897999999,505.30507450000005,505.30507450000005,505.30507450000005,505.30507450000005,507.30475300000035,507.30475300000035,507.30475300000035,507.30475300000035,507.28911100000005,3,1.122569699999076,0.24101400000108697,None,,,,,,,,,,,,,,,,,,,,6532,1,2025-07-29_16h28.40.266,sm,2024.2.4,59.98220927655392,2025-07-29 16h29.02.192553 +0200,
