thisN,thisTrialN,thisRepN,Cue,Target,Mediator1,Mediator2,iti,scanner_ready_press.keys,scanner_ready_press.rt,scanner_ready_press.duration,skip_trigger.keys,living_nonliving.keys,end_mapping.keys,living_nonliving.rt,living_nonliving.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,load_and_shuffle.thisRepN,load_and_shuffle.thisTrialN,load_and_shuffle.thisN,load_and_shuffle.thisIndex,runs.thisRepN,runs.thisTrialN,runs.thisN,runs.thisIndex,iti_loading_loop.thisRepN,iti_loading_loop.thisTrialN,iti_loading_loop.thisN,iti_loading_loop.thisIndex,semantic_mapping_run.thisRepN,semantic_mapping_run.thisTrialN,semantic_mapping_run.thisN,semantic_mapping_run.thisIndex,thisRow.t,notes,welcome.started,welcome_text.started,welcome.stopped,scout.started,scout_text.started,key_resp.started,scout.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instructions_semantic_mapping1.started,sm_instructions1_text.started,sm_instructions1_key.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,sm_instructions2_text.started,sm_instructions2_key.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,reset_run.started,reset_run.stopped,shuffle_items.started,shuffle_items.stopped,set_up_runs.started,set_up_runs.stopped,load_iti.started,load_iti.stopped,prep_scanner.started,scanner_ready_press.started,ready_set_text.started,prep_scanner.stopped,runs.scanner_ready_press.keys,runs.scanner_ready_press.rt,runs.scanner_ready_press.duration,wait_for_trigger.started,starting_soon.started,skip_trigger.started,wait_for_trigger.stopped,runs.skip_trigger.keys,blank.started,begin_end_run_cross.started,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,blank.stopped,CurrentItem,CurrentITI,set_up_trial.started,set_up_trial.stopped,sm_iti.started,iti_cross.started,iti_cross.stopped,sm_iti.stopped,item.started,living_nonliving.started,end_mapping.started,living_nonliving_text.started,semantic_map_item.started,living_nonliving.stopped,end_mapping.stopped,living_nonliving_text.stopped,semantic_map_item.stopped,item.stopped,semantic_mapping_run.living_nonliving.keys,semantic_mapping_run.end_mapping.keys,semantic_mapping_run.living_nonliving.rt,semantic_mapping_run.living_nonliving.duration,fieldmap.started,fieldmap.stopped,runs.fm_key.keys,task_break.started,feeback_text.started,task_break_text.started,task_break_resp.started,feeback_text.stopped,task_break.stopped,runs.task_break_resp.keys,runs.task_break_resp.rt,runs.task_break_resp.duration,begin_end_run_cross.stopped,fm_text.started,fm_key.started,runs.fm_key.rt,runs.fm_key.duration,thanks.started,thanks_text.started,thanks_text.stopped,thanks.stopped,PID,MRI,date,expName,psychopyVersion,frameRate,expStart,
30,0,30,,,,,,space,1.9435627000002569,None,None,3,None,0.7163548000007722,0.2935053000001062,0,0,0,0,,,,,0,0,0,0,,,,,30,0,30,0,421.86164029999964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brille,3.6005,421.84647219999897,421.8469777999999,421.84708209999917,421.86164029999964,425.46118620000016,425.4461219999994,425.44986269999936,425.46118620000016,425.46118620000016,425.46118620000016,425.46118620000016,427.4614413999989,427.4614413999989,427.4614413999989,427.4614413999989,427.4454881999991,3,None,0.7163548000007722,0.2935053000001062,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
31,0,31,,,,,,space,1.9435627000002569,None,None,3,None,0.546677099999215,0.2782591000013781,0,0,0,0,,,,,0,0,0,0,,,,,31,0,31,0,427.4614413999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bett,2.2129,427.4459637,427.4464681999998,427.4465720999997,427.4614413999989,429.6777358999989,429.66170950000014,429.66436389999944,429.6777358999989,429.6777358999989,429.6777358999989,429.6777358999989,431.6781882999985,431.6781882999985,431.6781882999985,431.6781882999985,431.66208670000015,3,None,0.546677099999215,0.2782591000013781,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
32,0,32,,,,,,space,1.9435627000002569,None,None,3,None,1.0955069999999978,0.29220749999876716,0,0,0,0,,,,,0,0,0,0,,,,,32,0,32,0,431.6781882999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Käse,2.3916,431.6625826999989,431.66309739999997,431.66320259999884,431.6781882999985,434.07757129999845,434.061721099999,434.0651523999986,434.07757129999845,434.07757129999845,434.07757129999845,434.07757129999845,436.07740980000017,436.07740980000017,436.07740980000017,436.07740980000017,436.0618214999995,3,None,1.0955069999999978,0.29220749999876716,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
33,0,33,,,,,,space,1.9435627000002569,None,None,3,None,0.9120374999984051,0.2818475000003673,0,0,0,0,,,,,0,0,0,0,,,,,33,0,33,0,436.07740980000017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feld,5.1698,436.0623126999999,436.0628474999994,436.06295169999976,436.07740980000017,441.2602901999999,441.2447529000001,441.2502793999993,441.2602901999999,441.2602901999999,441.2602901999999,441.2602901999999,443.26025539999864,443.26025539999864,443.26025539999864,443.26025539999864,443.2448306999995,3,None,0.9120374999984051,0.2818475000003673,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
34,0,34,,,,,,space,1.9435627000002569,None,None,3,None,1.3426013000007515,0.2490007999986119,0,0,0,0,,,,,0,0,0,0,,,,,34,0,34,0,443.26025539999864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Klippe,3.1264,443.2453263999996,443.2459687999999,443.24607209999886,443.26025539999864,446.39351629999874,446.3783165999994,446.3831924999995,446.39351629999874,446.39351629999874,446.39351629999874,446.39351629999874,448.3940136000001,448.3940136000001,448.3940136000001,448.3940136000001,448.3779982999986,3,None,1.3426013000007515,0.2490007999986119,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
35,0,35,,,,,,space,1.9435627000002569,None,None,3,None,1.1850754999995843,0.2514136000008875,0,0,0,0,,,,,0,0,0,0,,,,,35,0,35,0,448.3940136000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gel,4.4429,448.3785005999998,448.37901339999917,448.3791179,448.3940136000001,452.8433365000001,452.8283776999997,452.83202829999937,452.8433365000001,452.8433365000001,452.8433365000001,452.8433365000001,454.84308939999937,454.84308939999937,454.84308939999937,454.84308939999937,454.8275329999997,3,None,1.1850754999995843,0.2514136000008875,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
36,0,36,,,,,,space,1.9435627000002569,None,None,2,None,1.5146096999997098,0.22863870000037423,0,0,0,0,,,,,0,0,0,0,,,,,36,0,36,0,454.84308939999937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vergangenheit,2.9645,454.8280373999987,454.82857049999984,454.8286747000002,454.84308939999937,457.80934100000013,457.7938118999991,457.79798329999903,457.80934100000013,457.80934100000013,457.80934100000013,457.80934100000013,459.80936719999954,459.80936719999954,459.80936719999954,459.80936719999954,459.7939133999989,2,None,1.5146096999997098,0.22863870000037423,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
37,0,37,,,,,,space,1.9435627000002569,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,37,0,37,0,459.80936719999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beugen,2.1743,459.7944118999985,459.794926999999,459.79503179999847,459.80936719999954,461.99266999999963,461.97709419999956,461.9810112999985,461.99266999999963,461.99266999999963,461.99266999999963,461.99266999999963,463.99253299999873,463.99253299999873,463.99253299999873,463.99253299999873,463.9768523999992,None,None,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
38,0,38,,,,,,space,1.9435627000002569,None,None,2,None,1.0748144999997749,0.22338130000025558,0,0,0,0,,,,,0,0,0,0,,,,,38,0,38,0,463.99253299999873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eule,3.0127,463.9773166999985,463.97782349999943,463.9779287000001,463.99253299999873,467.00914889999876,466.9930896999995,466.9958740999991,467.00914889999876,467.00914889999876,467.00914889999876,467.00914889999876,469.00878829999965,469.00878829999965,469.00878829999965,469.00878829999965,468.99356909999915,2,None,1.0748144999997749,0.22338130000025558,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
39,0,39,,,,,,space,1.9435627000002569,None,None,2,None,1.3112013999998453,0.5200613999986672,0,0,0,0,,,,,0,0,0,0,,,,,39,0,39,0,469.00878829999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riechen,2.3229,468.9940740999991,468.994781899999,468.9948953999992,469.00878829999965,471.34201739999844,471.32638020000013,471.3306956999986,471.34201739999844,471.34201739999844,471.34201739999844,471.34201739999844,473.34226149999995,473.34226149999995,473.34226149999995,473.34226149999995,473.32639649999874,2,None,1.3112013999998453,0.5200613999986672,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
40,0,40,,,,,,space,1.9435627000002569,None,None,2,None,1.110308299999815,0.2150203999990481,0,0,0,0,,,,,0,0,0,0,,,,,40,0,40,0,473.34226149999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spion,2.8901,473.3268131999994,473.3273543999985,473.32744139999886,473.34226149999995,476.24194549999993,476.22608949999994,476.22981939999954,476.24194549999993,476.24194549999993,476.24194549999993,476.24194549999993,478.2418480999986,478.2418480999986,478.2418480999986,478.2418480999986,478.2261612000002,2,None,1.110308299999815,0.2150203999990481,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
41,0,41,,,,,,space,1.9435627000002569,None,None,3,None,1.335802199999307,0.26389780000135943,0,0,0,0,,,,,0,0,0,0,,,,,41,0,41,0,478.2418480999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuchen ,4.3424,478.2266523999988,478.2273981999988,478.22750259999884,478.2418480999986,482.5914589999993,482.57589670000016,482.58074579999993,482.5914589999993,482.5914589999993,482.5914589999993,482.5914589999993,484.5914623999997,484.5914623999997,484.5914623999997,484.5914623999997,484.5758765999999,3,None,1.335802199999307,0.26389780000135943,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
42,0,42,,,,,,space,1.9435627000002569,None,None,None,None,,,0,0,0,0,,,,,0,0,0,0,,,,,42,0,42,0,484.5914623999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Album,2.9832,484.5763718999988,484.576977499999,484.57708490000005,484.5914623999997,487.574561899999,487.5591826,487.5631414999989,487.574561899999,487.574561899999,487.574561899999,487.574561899999,489.57434659999853,489.57434659999853,489.57434659999853,489.57434659999853,489.55869509999866,None,None,,,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
43,0,43,,,,,,space,1.9435627000002569,None,None,3,None,1.534384599999612,0.3022850000015751,0,0,0,0,,,,,0,0,0,0,,,,,43,0,43,0,489.57434659999853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschäft,2.1413,489.5591637999987,489.55966199999966,489.5597689999995,489.57434659999853,491.7248811999998,491.70872450000024,491.71320000000014,491.7248811999998,491.7248811999998,491.7248811999998,491.7248811999998,493.72456950000014,493.72456950000014,493.72456950000014,493.72456950000014,493.70879779999996,3,None,1.534384599999612,0.3022850000015751,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
44,0,44,,,,,,space,1.9435627000002569,None,None,3,None,1.534619300000486,0.31438770000022487,0,0,0,0,,,,,0,0,0,0,,,,,44,0,44,0,493.72456950000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mund,2.4137,493.7092963999985,493.7099453999999,493.71004919999905,493.72456950000014,496.1405795999999,496.1251407,496.12883150000016,496.1405795999999,496.1405795999999,496.1405795999999,496.1405795999999,498.1407647999986,498.1407647999986,498.1407647999986,498.1407647999986,498.12512249999963,3,None,1.534619300000486,0.31438770000022487,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
45,0,45,,,,,,space,1.9435627000002569,None,None,3,None,0.8884697000012238,0.3276390999999421,0,0,0,0,,,,,0,0,0,0,,,,,45,0,45,0,498.1407647999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pizza,2.0934,498.12556289999884,498.12615969999933,498.1262560999985,498.1407647999986,500.2404740000002,500.22463739999876,500.2303135000002,500.2404740000002,500.2404740000002,500.2404740000002,500.2404740000002,502.24037419999877,502.24037419999877,502.24037419999877,502.24037419999877,502.224704799999,3,None,0.8884697000012238,0.3276390999999421,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
46,0,46,,,,,,space,1.9435627000002569,None,None,2,None,1.016020999999455,0.22759159999986878,0,0,0,0,,,,,0,0,0,0,,,,,46,0,46,0,502.24037419999877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Besucher,3.2059,502.22520799999984,502.2257153999999,502.225821,502.24037419999877,505.4569359999987,505.44143350000013,505.44565150000017,505.4569359999987,505.4569359999987,505.4569359999987,505.4569359999987,507.45670639999844,507.45670639999844,507.45670639999844,507.45670639999844,507.4412567999989,2,None,1.016020999999455,0.22759159999986878,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
47,0,47,,,,,,space,1.9435627000002569,None,None,2,None,1.5091197000001557,0.2063175000002957,0,0,0,0,,,,,0,0,0,0,,,,,47,0,47,0,507.45670639999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finger,2.1697,507.441753699999,507.44225599999845,507.44235800000024,507.45670639999844,509.6399253999989,509.62421919999906,509.6291893999987,509.6399253999989,509.6399253999989,509.6399253999989,509.6399253999989,511.63987540000016,511.63987540000016,511.63987540000016,511.63987540000016,511.62414309999986,2,None,1.5091197000001557,0.2063175000002957,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
48,0,48,,,,,,space,1.9435627000002569,None,None,3,None,1.4191057000007277,0.21848149999823363,0,0,0,0,,,,,0,0,0,0,,,,,48,0,48,0,511.63987540000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ei,2.9109,511.62460529999953,511.62511339999946,511.6252121999987,511.63987540000016,514.5563788999989,514.5406499000001,514.5440196,514.5563788999989,514.5563788999989,514.5563788999989,514.5563788999989,516.5563934000002,516.5563934000002,516.5563934000002,516.5563934000002,516.5411979,3,None,1.4191057000007277,0.21848149999823363,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
49,0,49,,,,,,space,1.9435627000002569,None,None,2,None,1.1942553999997472,0.18793970000115223,0,0,0,0,,,,,0,0,0,0,,,,,49,0,49,0,516.5563934000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baum,3.9589,516.5416931,516.5422053000002,516.5423104000001,516.5563934000002,520.5227641999991,520.5068520999994,520.5099202000001,520.5227641999991,520.5227641999991,520.5227641999991,520.5227641999991,522.522533899999,522.522533899999,522.522533899999,522.522533899999,522.5068439999995,2,None,1.1942553999997472,0.18793970000115223,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
50,0,50,,,,,,space,1.9435627000002569,None,None,2,None,0.848149999999805,0.22830890000113868,0,0,0,0,,,,,0,0,0,0,,,,,50,0,50,0,522.522533899999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akrobatin,2.3599,522.5073361999985,522.5079805999994,522.5080836999987,522.522533899999,524.8888095999991,524.8733582999994,524.8770250999987,524.8888095999991,524.8888095999991,524.8888095999991,524.8888095999991,526.8889675999999,526.8889675999999,526.8889675999999,526.8889675999999,526.8735768999995,2,None,0.848149999999805,0.22830890000113868,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
51,0,51,,,,,,space,1.9435627000002569,None,None,2,None,1.7751423999998224,None,0,0,0,0,,,,,0,0,0,0,,,,,51,0,51,0,526.8889675999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weinen,3.6297,526.8740827999991,526.874719899999,526.8748302999993,526.8889675999999,530.5221626999992,530.5064397999995,530.5106063999992,530.5221626999992,530.5221626999992,530.5221626999992,530.5221626999992,532.5220817999998,532.5220817999998,532.5220817999998,532.5220817999998,532.5062824999986,2,None,1.7751423999998224,None,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
52,0,52,,,,,,space,1.9435627000002569,None,None,2,None,0.8912186000015936,0.3025949999992008,0,0,0,0,,,,,0,0,0,0,,,,,52,0,52,0,532.5220817999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anwalt,2.1186,532.5066969999989,532.5072745999987,532.5073636999987,532.5220817999998,534.6549452999989,534.6392402999991,534.6427576999995,534.6549452999989,534.6549452999989,534.6549452999989,534.6549452999989,536.6551385999992,536.6551385999992,536.6551385999992,536.6551385999992,536.6400672,2,None,0.8912186000015936,0.3025949999992008,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
53,0,53,,,,,,space,1.9435627000002569,None,None,3,None,0.8229340999987471,0.5776982000006683,0,0,0,0,,,,,0,0,0,0,,,,,53,0,53,0,536.6551385999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gewürz,3.8592,536.6405613999996,536.6412043,536.6413096999986,536.6551385999992,540.5216230999995,540.5060464999988,540.5102883999989,540.5216230999995,540.5216230999995,540.5216230999995,540.5216230999995,542.5215520999991,542.5215520999991,542.5215520999991,542.5215520999991,542.5059180999997,3,None,0.8229340999987471,0.5776982000006683,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
54,0,54,,,,,,space,1.9435627000002569,None,None,3,None,1.2714836999984982,0.26030010000067705,0,0,0,0,,,,,0,0,0,0,,,,,54,0,54,0,542.5215520999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urlaub,5.3463,542.5064157999986,542.5069132999997,542.5070225,542.5215520999991,547.8708404999998,547.8554628000002,547.8622594999997,547.8708404999998,547.8708404999998,547.8708404999998,547.8708404999998,549.8713537999993,549.8713537999993,549.8713537999993,549.8713537999993,549.8554134999995,3,None,1.2714836999984982,0.26030010000067705,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
55,0,55,,,,,,space,1.9435627000002569,None,None,3,None,0.7715960999994422,0.2160598000009486,0,0,0,0,,,,,0,0,0,0,,,,,55,0,55,0,549.8713537999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monument,2.4167,549.8559086999994,549.8564159999987,549.8565191999987,549.8713537999993,552.287601,552.2718233999985,552.275302099999,552.287601,552.287601,552.287601,552.287601,554.287370099999,554.287370099999,554.287370099999,554.287370099999,554.2717152999994,3,None,0.7715960999994422,0.2160598000009486,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
56,0,56,,,,,,space,1.9435627000002569,None,None,3,None,0.724976899999092,0.2286894000008033,0,0,0,0,,,,,0,0,0,0,,,,,56,0,56,0,554.287370099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tisch,2.0842,554.2722138999998,554.2727295999994,554.2728342999999,554.287370099999,556.3702873999991,556.3549806999999,556.3587908999998,556.3702873999991,556.3702873999991,556.3702873999991,556.3702873999991,558.3705258999998,558.3705258999998,558.3705258999998,558.3705258999998,558.3550608999994,3,None,0.724976899999092,0.2286894000008033,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
57,0,57,,,,,,space,1.9435627000002569,None,None,3,None,0.7450439000003826,0.23912129999916942,0,0,0,0,,,,,0,0,0,0,,,,,57,0,57,0,558.3705258999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anruf,2.4521,558.3555533999988,558.3560794999994,558.3561816999991,558.3705258999998,560.8369438999998,560.8212485999993,560.8241266999994,560.8369438999998,560.8369438999998,560.8369438999998,560.8369438999998,562.8368227999999,562.8368227999999,562.8368227999999,562.8368227999999,562.8217327000002,3,None,0.7450439000003826,0.23912129999916942,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
58,0,58,,,,,,space,1.9435627000002569,None,None,2,None,1.1905698999999004,0.20450959999834595,0,0,0,0,,,,,0,0,0,0,,,,,58,0,58,0,562.8368227999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spaß,2.3843,562.8222296999993,562.8228842999997,562.8229879999999,562.8368227999999,565.2199303999987,565.2044891999994,565.2077188999992,565.2199303999987,565.2199303999987,565.2199303999987,565.2199303999987,567.2199747999985,567.2199747999985,567.2199747999985,567.2199747999985,567.2045933999998,2,None,1.1905698999999004,0.20450959999834595,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
59,0,59,,,,,,space,1.9435627000002569,None,None,2,None,0.7304284000001644,0.17619179999928747,0,0,0,0,,,,,0,0,0,0,,,,,59,0,59,0,567.2199747999985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruder,2.1831,567.2050944000002,567.2056094999989,567.2057131000001,567.2199747999985,569.4033139999992,569.3879062999986,569.3917648999995,569.4033139999992,569.4033139999992,569.4033139999992,569.4033139999992,571.4031796999989,571.4031796999989,571.4031796999989,571.4031796999989,571.3875552999998,2,None,0.7304284000001644,0.17619179999928747,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
60,0,60,,,,,,space,1.9435627000002569,None,None,3,None,0.7243885999996564,0.21942719999969995,0,0,0,0,,,,,0,0,0,0,,,,,60,0,60,0,571.4031796999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krone,3.6615,571.3880474999987,571.388748899999,571.3888560999985,571.4031796999989,575.0694648999997,575.0537995999985,575.0576227000001,575.0694648999997,575.0694648999997,575.0694648999997,575.0694648999997,577.0692514000002,577.0692514000002,577.0692514000002,577.0692514000002,577.0536983999991,3,None,0.7243885999996564,0.21942719999969995,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
61,0,61,,,,,,space,1.9435627000002569,None,None,3,None,1.3240759000000253,0.28010249999897496,0,0,0,0,,,,,0,0,0,0,,,,,61,0,61,0,577.0692514000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hose,2.5982,577.0540911999997,577.0545489999986,577.0546386999995,577.0692514000002,579.6697700999994,579.6538999999993,579.6625967999989,579.6697700999994,579.6697700999994,579.6697700999994,579.6697700999994,581.6693421999989,581.6693421999989,581.6693421999989,581.6693421999989,581.6535463,3,None,1.3240759000000253,0.28010249999897496,,,,,,,,,,,,,,,,,,,,,,6039,1,2025-06-02_15h54.30.652,sm,2024.2.4,59.92911584207269,2025-06-02 15h54.59.469445 +0200,
